query,entrezgene,name,symbol,alias,taxid,MGI
13239,13239,"defensin, alpha, 5",Defa5,"Defa29, Defcr29, Defcr5",10090,MGI:99583
13214,13214,defensin beta 1,Defb1,BD-1,10090,MGI:1096878
246085,246085,defensin beta 10,Defb10,"BD-10, Defb7",10090,MGI:2179205
246081,246081,defensin beta 11,Defb11,"BD-11, Defb8",10090,MGI:2179197
77674,77674,defensin beta 12,Defb12,"9230103N16Rik, BD-12",10090,MGI:1924924
246083,246083,defensin beta 13,Defb13,BD-13,10090,MGI:2179203
244332,244332,defensin beta 14,Defb14,BD-14,10090,MGI:2675345
246082,246082,defensin beta 15,Defb15,BD-15,10090,MGI:2179202
654460,654460,defensin beta 18,Defb18,"BD-18, EG654460, mBD-18",10090,MGI:3648148
246700,246700,defensin beta 19,Defb19,"BD-19, Defb24, Tdl, mBD-19",10090,MGI:2385955
13215,13215,defensin beta 2,Defb2,BD-2,10090,MGI:1338754
319579,319579,defensin beta 20,Defb20,"9230107O10Rik, BD-20, mBD-20",10090,MGI:2442320
403172,403172,defensin beta 21,Defb21,"4930525K10Rik, Gm121",10090,MGI:2684967
442835,442835,defensin beta 22,Defb22,9230002F21Rik,10090,MGI:3045368
629114,629114,defensin beta 23,Defb23,EG629114,10090,MGI:3644405
654459,654459,defensin beta 25,Defb25,"BD-25, mBD-25",10090,MGI:3651158
654457,654457,defensin beta 26,Defb26,EG654457,10090,MGI:3643488
545475,545475,defensin beta 28,Defb28,Gm1635,10090,MGI:3650536
75400,75400,defensin beta 29,Defb29,"0610030I09Rik, BD-29, mBD-29",10090,MGI:1922650
27358,27358,defensin beta 3,Defb3,BD-3,10090,MGI:1351612
73670,73670,defensin beta 30,Defb30,"2410125J01Rik, 4930449O14Rik, BD-30, mBD-30",10090,MGI:1920920
654453,654453,defensin beta 33,Defb33,"BD-33, EG654453",10090,MGI:3647176
360211,360211,defensin beta 34,Defb34,BD-34,10090,MGI:2672979
246084,246084,defensin beta 35,Defb35,BD-35,10090,MGI:2179204
266620,266620,defensin beta 36,Defb36,"BD-36, Defb123, mBD-36",10090,MGI:2385956
353320,353320,defensin beta 37,Defb37,BD-37,10090,MGI:2672966
360212,360212,defensin beta 38,Defb38,BD-38,10090,MGI:2672972
360214,360214,defensin beta 39,Defb39,BD-39,10090,MGI:2672974
56519,56519,defensin beta 4,Defb4,"2310001F05Rik, BD-4",10090,MGI:1927667
360217,360217,defensin beta 40,Defb40,BD-40,10090,MGI:2672976
77673,77673,defensin beta 41,Defb41,"9230102D03Rik, BD-17, Bd-41, Defb16, Defb17",10090,MGI:1924923
619548,619548,defensin beta 42,Defb42,"BD-42, Defb44, mBD-42",10090,MGI:3033850
654458,654458,defensin beta 43,Defb43,"BD-43, EG654458, mBD-43",10090,MGI:3647180
654454,654454,"defensin beta 44, pseudogene",Defb44-ps,"Defb44, Defb49, Defb49-ps, EG574082",10090,MGI:3646526
433490,433490,defensin beta 45,Defb45,Defb27,10090,MGI:3650541
574081,574081,defensin beta 46,Defb46,"Defb53, EG574081",10090,MGI:3646525
654465,654465,defensin beta 47,Defb47,"Defb41, EG654465",10090,MGI:3644478
432867,432867,defensin beta 48,Defb48,"Defb42, EG432867",10090,MGI:3646223
81007,81007,defensin beta 5,Defb5,BD-5,10090,MGI:1933153
387334,387334,defensin beta 50,Defb50,"BD-50, Pbd1, mBD-50",10090,MGI:3055870
116746,116746,defensin beta 6,Defb6,BD-6,10090,MGI:2151044
246080,246080,defensin beta 7,Defb7,BD-7,10090,MGI:2179200
244334,244334,defensin beta 8,Defb8,"BD-8, Defr1",10090,MGI:2654206
246079,246079,defensin beta 9,Defb9,BD-9,10090,MGI:2179198
13244,13244,"delta(4)-desaturase, sphingolipid 1",Degs1,"Degs, Des1, Mdes",10090,MGI:1097711
70059,70059,"delta(4)-desaturase, sphingolipid 2",Degs2,"2210008A03Rik, DES2",10090,MGI:1917309
110052,110052,DEK proto-oncogene (DNA binding),Dek,"1810019E15Rik, D13H6S231E",10090,MGI:1926209
66839,66839,DAP3 binding cell death enhancer 1,Dele1,"0610009O20Rik, 2700004E22Rik, DELE1(L), Dele, Kiaa0141",10090,MGI:1914089
76954,76954,DENN domain containing 2B,Denn2b,"2010004M01Rik, 2610305K15Rik, Dennd2b, St5",10090,MGI:108517
67894,67894,DENN domain containing 10,Dennd10,"1810055E12Rik, Fam45a",10090,MGI:1915144
243780,243780,DENN domain containing 11,Dennd11,"E330009J07Rik, Lchn, mKIAA1147",10090,MGI:2444256
227801,227801,DENN/MADD domain containing 1A,Dennd1a,"6030446I19Rik, connecdenn",10090,MGI:2442794
329260,329260,DENN/MADD domain containing 1B,Dennd1b,"4632404N19Rik, 4930467M19Rik, 6820401H01Rik, F730008N07Rik",10090,MGI:2447812
70785,70785,DENN/MADD domain containing 1C,Dennd1c,4432409M07Rik,10090,MGI:1918035
209773,209773,DENN/MADD domain containing 2A,Dennd2a,"B930096L08Rik, C130031G22, mKIAA1277",10090,MGI:2444961
329727,329727,DENN/MADD domain containing 2C,Dennd2c,A930010I20Rik,10090,MGI:3036254
72121,72121,DENN/MADD domain containing 2D,Dennd2d,2010308M01Rik,10090,MGI:2181193
105841,105841,DENN/MADD domain containing 3,Dennd3,E030003N15Rik,10090,MGI:2146009
102442,102442,DENN/MADD domain containing 4A,Dennd4a,F730015K02Rik,10090,MGI:2142979
229541,229541,DENN/MADD domain containing 4B,Dennd4b,,10090,MGI:2446201
329877,329877,DENN/MADD domain containing 4C,Dennd4c,1700065A05Rik,10090,MGI:1914769
19347,19347,DENN/MADD domain containing 5A,Dennd5a,"1500012B19Rik, ORF37, Rab6ip1, mKIAA1091",10090,MGI:1201681
320560,320560,DENN/MADD domain containing 5B,Dennd5b,"9330160C06Rik, D030011O10Rik, Gm17524",10090,MGI:2444273
211922,211922,DENN/MADD domain containing 6A,Dennd6a,Fam116a,10090,MGI:2442980
69440,69440,DENN/MADD domain containing 6B,Dennd6b,"1700027J05Rik, Fam116b",10090,MGI:1916690
68184,68184,density-regulated protein,Denr,1500003K04Rik,10090,MGI:1915434
76131,76131,DEP domain containing 1a,Depdc1a,"5830484J08Rik, Depdc1",10090,MGI:1923381
218581,218581,DEP domain containing 1B,Depdc1b,"9830132O03, XTP1",10090,MGI:2145425
277854,277854,DEP domain containing 5,Depdc5,,10090,MGI:2141101
211896,211896,DEP domain containing 7,Depdc7,,10090,MGI:2139258
213393,213393,DEPP1 autophagy regulator,Depp1,"8430408G22Rik, Depp, Fseg",10090,MGI:1918730
97998,97998,DEP domain containing MTOR-interacting protein,Deptor,Depdc6,10090,MGI:2146322
232449,232449,deoxyribose-phosphate aldolase (putative),Dera,"2010002D22Rik, 2500002K03Rik, DEOC",10090,MGI:1913762
67819,67819,"Der1-like domain family, member 1",Derl1,"1110021N07Rik, Derlin-1",10090,MGI:1915069
116891,116891,"Der1-like domain family, member 2",Derl2,"CGI-101, Derlin-2, F-lana, Flana",10090,MGI:2151483
70377,70377,"Der1-like domain family, member 3",Derl3,"1810006I20Rik, 1810063P04Rik, IZP6, derlin-3",10090,MGI:1917627
13346,13346,desmin,Des,,10090,MGI:94885
28075,28075,desumoylating isopeptidase 1,Desi1,"D15Wsu75e, DeSI-1, Fam152b, Pppde2",10090,MGI:106313
78825,78825,desumoylating isopeptidase 2,Desi2,"5830417C01Rik, DeSI-2, Fam152a, Pppde1",10090,MGI:1926075
76375,76375,de-etiolated homolog 1 (Arabidopsis),Det1,2610034H20Rik,10090,MGI:1923625
234964,234964,deuterosome assembly protein 1,Deup1,"4933401K09Rik, Ccdc67",10090,MGI:2443026
58239,58239,dexamethasone-induced transcript,Dexi,"1810029J14Rik, D16Bwg0586e, Myle",10090,MGI:1926236
13347,13347,"DNA fragmentation factor, alpha subunit",Dffa,"A330085O09Rik, DFF35, Dff45, ICAD, ICAD-L",10090,MGI:1196227
13368,13368,"DNA fragmentation factor, beta subunit",Dffb,"40kDa, 5730477D02Rik, CAD, CPAN, DFF40",10090,MGI:1196287
13350,13350,diacylglycerol O-acyltransferase 1,Dgat1,"ARAT, D15Ertd23e, Dgat",10090,MGI:1333825
67800,67800,diacylglycerol O-acyltransferase 2,Dgat2,"0610010B06Rik, ARAT, DGAT-2",10090,MGI:1915050
668257,668257,diacylglycerol O-acyltransferase 2-like 6,Dgat2l6,9930021F22Rik,10090,MGI:3045268
13356,13356,DiGeorge syndrome critical region gene 2,Dgcr2,"9930034O06Rik, DGS-C, Dgsc, Idd, Lan",10090,MGI:892866
13353,13353,DiGeorge syndrome critical region gene 6,Dgcr6,,10090,MGI:1202877
94223,94223,"DGCR8, microprocessor complex subunit",Dgcr8,"D16H22S1742E, D16H22S788E, D16Wis2, Gy1, N41",10090,MGI:2151114
13139,13139,"diacylglycerol kinase, alpha",Dgka,"80kDa, Dagk1",10090,MGI:102952
217480,217480,"diacylglycerol kinase, beta",Dgkb,"6430574F24, 90kda, C630029D13Rik, DAGK2, DGK",10090,MGI:2442474
227333,227333,"diacylglycerol kinase, delta",Dgkd,"D330025K09, DGKdelta, dgkd-2",10090,MGI:2138334
56077,56077,"diacylglycerol kinase, epsilon",Dgke,"DAGK6, DGK, DGK-epsilon",10090,MGI:1889276
110197,110197,"diacylglycerol kinase, gamma",Dgkg,"2900055E17Rik, 90kDa, Dagk3, E430001K23Rik, mKIAA4131",10090,MGI:105060
380921,380921,"diacylglycerol kinase, eta",Dgkh,"5930402B05Rik, D130015C16, DGK",10090,MGI:2444188
320127,320127,"diacylglycerol kinase, iota",Dgki,"6430604M11Rik, C130010K08Rik",10090,MGI:2443430
331374,331374,diacylglycerol kinase kappa,Dgkk,Gm360,10090,MGI:3580254
110524,110524,"diacylglycerol kinase, theta",Dgkq,"110kDa, DAGK, DAGK7, Dagk4, Dgkd",10090,MGI:102918
104418,104418,diacylglycerol kinase zeta,Dgkz,"E130307B02Rik, F730209L11Rik, mDGK[z]",10090,MGI:1278339
217830,217830,D-glutamate cyclase,Dglucy,9030617O03Rik,10090,MGI:2444813
27369,27369,deoxyguanosine kinase,Dguok,"dGK, dGK1, dGK2, dGK3",10090,MGI:1351602
74754,74754,24-dehydrocholesterol reductase,Dhcr24,"2310076D10Rik, 5830417J06Rik, mKIAA0018",10090,MGI:1922004
13360,13360,7-dehydrocholesterol reductase,Dhcr7,,10090,MGI:1298378
67422,67422,dehydrodolichyl diphosphate synthase,Dhdds,"3222401G21Rik, CIT, DS, HDS, cis-IPTase",10090,MGI:1914672
71755,71755,dihydrodiol dehydrogenase (dimeric),Dhdh,"1300018L09Rik, B830008H07Rik, Xld-1, Xld1",10090,MGI:1919005
13361,13361,dihydrofolate reductase,Dhfr,8430436I03Rik,10090,MGI:94890
13363,13363,desert hedgehog,Dhh,,10090,MGI:94891
56749,56749,dihydroorotate dehydrogenase,Dhodh,2810417D19Rik,10090,MGI:1928378
330817,330817,deoxyhypusine synthase,Dhps,Dhs,10090,MGI:2683592
52585,52585,dehydrogenase/reductase (SDR family) member 1,Dhrs1,"1110029G07Rik, D14Ertd484e",10090,MGI:1196314
192970,192970,dehydrogenase/reductase (SDR family) member 11,Dhrs11,,10090,MGI:2652816
70451,70451,dehydrogenase/reductase (SDR family) member 13,Dhrs13,2610209N15Rik,10090,MGI:1917701
71412,71412,dehydrogenase/reductase member 2,Dhrs2,"5430405K24Rik, Hep27",10090,MGI:1918662
20148,20148,dehydrogenase/reductase (SDR family) member 3,Dhrs3,"Rsdr1, retSDR1",10090,MGI:1315215
28200,28200,dehydrogenase/reductase (SDR family) member 4,Dhrs4,"CR, D14Ucla2, NDRD, PHCR, PSCD",10090,MGI:90169
66375,66375,dehydrogenase/reductase (SDR family) member 7,Dhrs7,"2310016E22Rik, 5730564L20Rik, Retdsr4, Retsdr4",10090,MGI:1913625
216820,216820,dehydrogenase/reductase (SDR family) member 7B,Dhrs7b,PexRAP,10090,MGI:2384931
68460,68460,dehydrogenase/reductase (SDR family) member 7C,Dhrs7c,"1110001P11Rik, SRP-35",10090,MGI:1915710
241452,241452,dehydrogenase/reductase (SDR family) member 9,Dhrs9,"C730025I08Rik, Rdh15",10090,MGI:2442798
236082,236082,dehydrogenase/reductase (SDR family) X chromosome,Dhrsx,"D4Ertd296e, Dhrsxy, Pscad",10090,MGI:2181510
209692,209692,dehydrogenase E1 and transketolase domain containing 1,Dhtkd1,"C330018I04Rik, E1a, OADC-E1, OADH-E1",10090,MGI:2445096
13204,13204,DEAH (Asp-Glu-Ala-His) box polypeptide 15,Dhx15,"DBP1, DEAH9, Ddx15, HRH2, mDEAH9",10090,MGI:1099786
69192,69192,DEAH (Asp-Glu-Ala-His) box polypeptide 16,Dhx16,"2410006N22Rik, DBP2, Ddx16, mKIAA0577",10090,MGI:1916442
218629,218629,DEAH (Asp-Glu-Ala-His) box polypeptide 29,Dhx29,"3732415M03, Ddxx, E130202M19Rik",10090,MGI:2145374
72831,72831,DEAH (Asp-Glu-Ala-His) box polypeptide 30,Dhx30,"2810477H02Rik, C130058C04Rik, Ddx30, HELG, Ret-CoR",10090,MGI:1920081
101437,101437,DEAH (Asp-Glu-Ala-His) box polypeptide 32,Dhx32,"4732469F02Rik, Ddx32, muDDX32",10090,MGI:2141813
216877,216877,DEAH (Asp-Glu-Ala-His) box polypeptide 33,Dhx33,"3110057P17Rik, 9430096J02Rik, Ddx33",10090,MGI:2445102
71723,71723,DEAH (Asp-Glu-Ala-His) box polypeptide 34,Dhx34,"1200013B07Rik, 1810012L18Rik, Ddx34, mKIAA0134",10090,MGI:1918973
71715,71715,DEAH (Asp-Glu-Ala-His) box polypeptide 35,Dhx35,"1200009D07Rik, Ddx35",10090,MGI:1918965
72162,72162,DEAH (Asp-Glu-Ala-His) box polypeptide 36,Dhx36,"2810407E23Rik, Ddx36, RHAU, mKIAA1488",10090,MGI:1919412
208144,208144,DEAH (Asp-Glu-Ala-His) box polypeptide 37,Dhx37,"Gm1050, Gm451, mKIAA1517",10090,MGI:3028576
64340,64340,DEAH (Asp-Glu-Ala-His) box polypeptide 38,Dhx38,"5730550P09Rik, Ddx38, KIAA0224, Prp16",10090,MGI:1927617
67487,67487,DEAH (Asp-Glu-Ala-His) box polypeptide 40,Dhx40,"2410016C14Rik, ARG147, DDX40, PAD",10090,MGI:1914737
106794,106794,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57,Dhx57,,10090,MGI:2147067
80861,80861,DEXH (Asp-Glu-X-His) box polypeptide 58,Dhx58,"B430001I08Rik, D11Lgp2e, LPG2, Lgp2, RLR-3",10090,MGI:1931560
217207,217207,DEAH (Asp-Glu-Ala-His) box polypeptide 8,Dhx8,"Ddx8, mDEAH6, mKIAA4096",10090,MGI:1306823
13211,13211,DEAH (Asp-Glu-Ala-His) box polypeptide 9,Dhx9,"Ddx9, HEL-5, NDHII, RHA, mHEL-5",10090,MGI:108177
66593,66593,"diablo, IAP-binding mitochondrial protein",Diablo,"0610041G12Rik, 1700006L01Rik, Smac",10090,MGI:1913843
13367,13367,diaphanous related formin 1,Diaph1,"D18Wsu154e, Dia1, Diap1, Drf1, p140mDia",10090,MGI:1194490
54004,54004,diaphanous related formin 2,Diaph2,"Dia3, Diap2, Drf2, E430022I22Rik",10090,MGI:1858500
56419,56419,diaphanous related formin 3,Diaph3,"4930417P13Rik, Dia2, Diap3, Drf3, p134MDia2",10090,MGI:1927222
192119,192119,"dicer 1, ribonuclease type III",Dicer1,"1110006F08Rik, D12Ertd7e, aviD, mKIAA0928",10090,MGI:2177178
23856,23856,death inducer-obliterator 1,Dido1,"6720461J16Rik, C130092D22Rik, D130048F08Rik, DATF-1, DIO-1",10090,MGI:1344352
66254,66254,DIM1 dimethyladenosine transferase 1-like (S. cerevisiae),Dimt1,"1500031M22Rik, Dimt1l",10090,MGI:1913504
13370,13370,"deiodinase, iodothyronine, type I",Dio1,"5DI, D1, ITDI1, TXDI1",10090,MGI:94896
13371,13371,"deiodinase, iodothyronine, type II",Dio2,"5DII, DIOII",10090,MGI:1338833
107585,107585,"deiodinase, iodothyronine type III",Dio3,,10090,MGI:1306782
353504,353504,"deiodinase, iodothyronine type III, opposite strand",Dio3os,Dio3as,10090,MGI:2664395
64451,64451,disco interacting protein 2 homolog A,Dip2a,"4931420H10Rik, Dip2, Kiaa0184-hp, mKIAA0184",10090,MGI:2385920
239667,239667,disco interacting protein 2 homolog B,Dip2b,"4932422C22, mKIAA1463",10090,MGI:2145977
208440,208440,disco interacting protein 2 homolog C,Dip2c,"2900024P20Rik, 9630044M06, mKIAA0934",10090,MGI:1920179
67266,67266,divergent protein kinase domain 1A,Dipk1a,"2900024C23Rik, Fam69a",10090,MGI:1914516
56279,56279,divergent protein kinase domain 1B,Dipk1b,"B230317C12Rik, Fam69b, PIP49",10090,MGI:1927576
240479,240479,divergent protein kinase domain 1C,Dipk1c,"B230399E16Rik, Fam69c",10090,MGI:3041188
68861,68861,divergent protein kinase domain 2A,Dipk2a,"1190002N15Rik, GoPro49, HASF",10090,MGI:1916111
75905,75905,divergent protein kinase domain 2B,Dipk2b,4930578C19Rik,10090,MGI:1923155
208666,208666,"DIRAS family, GTP-binding RAS-like 1",Diras1,"Di-Ras1, Gbts1, RIG",10090,MGI:2183442
68203,68203,"DIRAS family, GTP-binding RAS-like 2",Diras2,2900052J15Rik,10090,MGI:1915453
72662,72662,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease",Dis3,2810028N01Rik,10090,MGI:1919912
213550,213550,DIS3 like exosome 3'-5' exoribonuclease,Dis3l,,10090,MGI:2143272
208718,208718,DIS3 like 3'-5' exoribonuclease 2,Dis3l2,"4930429A22Rik, 8030493P09Rik",10090,MGI:2442555
244667,244667,disrupted in schizophrenia 1,Disc1,,10090,MGI:2447658
68897,68897,dispatched RND transporter family member 1,Disp1,"1190008H24Rik, DispA",10090,MGI:1916147
214240,214240,dispatched RND tramsporter family member 2,Disp2,"B230210L08Rik, DispB, mKIAA1742",10090,MGI:2388733
242748,242748,dispatched RND transporter family member 3,Disp3,"G630052C06Rik, Ptchd2, RNDEu-2",10090,MGI:2444403
330938,330938,DIX domain containing 1,Dixdc1,"4930563F16Rik, Ccd1, Ccd1Aalpha1L, Ccd1Abeta1L, Ccd1BalphaL",10090,MGI:2679721
245474,245474,"dyskeratosis congenita 1, dyskerin",Dkc1,,10090,MGI:1861727
13380,13380,dickkopf WNT signaling pathway inhibitor 1,Dkk1,mdkk-1,10090,MGI:1329040
56811,56811,dickkopf WNT signaling pathway inhibitor 2,Dkk2,,10090,MGI:1890663
50781,50781,dickkopf WNT signaling pathway inhibitor 3,Dkk3,"dkk-3, mDkk-3",10090,MGI:1354952
234130,234130,dickkopf WNT signaling pathway inhibitor 4,Dkk4,Dkk-4,10090,MGI:2385299
50722,50722,dickkopf-like 1,Dkkl1,"SGY, SGY-1, SGY1, Soggy, mSgy",10090,MGI:1354963
235339,235339,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex),Dlat,"6332404G05Rik, DLTA, PDC-E2",10090,MGI:2385311
50768,50768,deleted in liver cancer 1,Dlc1,"A730069N07Rik, Arhgap7, HP, STARD12, dlc-1",10090,MGI:1354949
13382,13382,dihydrolipoamide dehydrogenase,Dld,,10090,MGI:107450
320256,320256,deleted in lung and esophageal cancer 1,Dlec1,D630005C06Rik,10090,MGI:2443671
668253,668253,"deleted in lymphocytic leukemia, 2",Dleu2,"1810047A16Rik, 4932411A06Rik, 7730401J12Rik, Alt1, Gm9069",10090,MGI:1934030
239133,239133,"deleted in lymphocytic leukemia, 7",Dleu7,,10090,MGI:2447771
13383,13383,discs large MAGUK scaffold protein 1,Dlg1,"B130052P05Rik, Dlgh1, E-dlg/SAP97, SAP-97, SAP97",10090,MGI:107231
23859,23859,discs large MAGUK scaffold protein 2,Dlg2,"A330103J02Rik, B230218P12Rik, B330007M19Rik, Dlgh2, Gm1197",10090,MGI:1344351
53310,53310,discs large MAGUK scaffold protein 3,Dlg3,"Dlgh3, SAP102, mKIAA1232",10090,MGI:1888986
13385,13385,discs large MAGUK scaffold protein 4,Dlg4,"Dlgh4, PSD-95, PSD95, SAP90, SAP90A",10090,MGI:1277959
71228,71228,discs large MAGUK scaffold protein 5,Dlg5,"4933429D20Rik, mKIAA0583",10090,MGI:1918478
224997,224997,DLG associated protein 1,Dlgap1,"4933422O14Rik, 9630002F18, D17Bwg0511e, GKAP/SAPAP, GKPA/SAPAP",10090,MGI:1346065
244310,244310,DLG associated protein 2,Dlgap2,"6430596N04Rik, Dap-2, Dap2, Sapap2",10090,MGI:2443181
242667,242667,DLG associated protein 3,Dlgap3,"DAP-3, DAP3, Prpl8, Sapap3",10090,MGI:3039563
228836,228836,DLG associated protein 4,Dlgap4,"DAP-4, DAP4, SAPAP-4, Sapap4, WBP16",10090,MGI:2138865
218977,218977,DLG associated protein 5,Dlgap5,"Dap-5, Dlg7, Hurp, mKIAA0008",10090,MGI:2183453
13386,13386,delta like non-canonical Notch ligand 1,Dlk1,"DLK-1, DlkI, FA1, Ly107, Peg9",10090,MGI:94900
106565,106565,delta like non-canonical Notch ligand 2,Dlk2,"DLK-2, Egfl9",10090,MGI:2146838
13388,13388,delta like canonical Notch ligand 1,Dll1,Delta1,10090,MGI:104659
13389,13389,delta like canonical Notch ligand 3,Dll3,"pu, pudgy",10090,MGI:1096877
54485,54485,delta like canonical Notch ligand 4,Dll4,Delta4,10090,MGI:1859388
78920,78920,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex),Dlst,"1600017E01Rik, 4632413C10Rik, 4930529O08Rik, DLTS",10090,MGI:1926170
13390,13390,distal-less homeobox 1,Dlx1,"Dlx, Dlx-1",10090,MGI:94901
111970,111970,"distal-less homeobox 1, antisense",Dlx1as,"Dix1as, Dlx1os",10090,MGI:1195983
13392,13392,distal-less homeobox 2,Dlx2,"Dlx-2, Tes-1",10090,MGI:94902
13393,13393,distal-less homeobox 3,Dlx3,Dlx-3,10090,MGI:94903
13394,13394,distal-less homeobox 4,Dlx4,"Dlx-4, Dlx7",10090,MGI:94904
13395,13395,distal-less homeobox 5,Dlx5,,10090,MGI:101926
13396,13396,distal-less homeobox 6,Dlx6,,10090,MGI:101927
320038,320038,"distal-less homeobox 6, opposite strand 1",Dlx6os1,"A230055N17Rik, Dlx6as1, Evf-1, Evf-2, Evf1",10090,MGI:2443217
13397,13397,"distal-less homeobox 6, opposite strand 2",Dlx6os2,"Dlx6as, Dlx6as2",10090,MGI:1195963
66928,66928,distal membrane arm assembly complex 1,Dmac1,"1700027K24Rik, 3110001D03Rik, Tmem261",10090,MGI:1914178
66349,66349,distal membrane arm assembly complex 2,Dmac2,"2310004L02Rik, Atp5sl, C030044E10Rik",10090,MGI:1913599
68055,68055,distal membrane arm assembly complex 2 like,Dmac2l,"1110015E18Rik, ATPW, Atp5s",10090,MGI:1915305
66233,66233,DNA methyltransferase 1-associated protein 1,Dmap1,"1500016M21Rik, DNMAP1, DNMTAP1, Dmtap1, mKIAA1425",10090,MGI:1913483
12945,12945,deleted in malignant brain tumors 1,Dmbt1,"CRP, CRP-[a], CRP-[b], Crpd, DBMT1",10090,MGI:106210
140477,140477,diencephalon/mesencephalon homeobox 1,Dmbx1,"Atx, Cdmx, Mbx, Otx3",10090,MGI:2153518
13404,13404,DNA meiotic recombinase 1,Dmc1,"Dmc1h, Lim15, Mei11, sgdp",10090,MGI:105393
13405,13405,"dystrophin, muscular dystrophy",Dmd,"DXSmh7, DXSmh9, Dp427, Dp71, dys",10090,MGI:94909
74129,74129,dimethylglycine dehydrogenase precursor,Dmgdh,1200014D15Rik,10090,MGI:1921379
73712,73712,dermokine,Dmkn,"1110014F24Rik, C130074A08, SK30, SK89, cI-36",10090,MGI:1920962
13406,13406,dentin matrix protein 1,Dmp1,"AG1, DMP-1, Dmp, PP",10090,MGI:94910
13400,13400,dystrophia myotonica-protein kinase,Dmpk,"DM, DMK, Dm15, MDPK, MT-PK",10090,MGI:94906
50796,50796,doublesex and mab-3 related transcription factor 1,Dmrt1,,10090,MGI:1354733
226049,226049,doublesex and mab-3 related transcription factor 2,Dmrt2,Terra,10090,MGI:1330307
240590,240590,doublesex and mab-3 related transcription factor 3,Dmrt3,,10090,MGI:2449470
242523,242523,doublesex and mab-3 related transcription factor like family A1,Dmrta1,Dmrt4,10090,MGI:2653627
242620,242620,doublesex and mab-3 related transcription factor like family A2,Dmrta2,Dmrt5,10090,MGI:2653629
56296,56296,"DMRT-like family B with proline-rich C-terminal, 1",Dmrtb1,"Dmrt6, Prp13",10090,MGI:1927125
70887,70887,DMRT-like family C1a,Dmrtc1a,"1700030H14Rik, 4921520P21Rik, DMRTC1, Dmrt8.1",10090,MGI:1918137
632708,632708,DMRT-like family C1b,Dmrtc1b,"Dmrt8.2, Gm714",10090,MGI:3639121
71083,71083,DMRT-like family C1c1,Dmrtc1c1,"4933424F23Rik, Dmrt8.3, Dmrtc1c",10090,MGI:1918333
668357,668357,DMRT-like family C1c2,Dmrtc1c2,,10090,MGI:3802967
71241,71241,doublesex and mab-3 related transcription factor like family C2,Dmrtc2,"4933432E21Rik, Dmrt7",10090,MGI:1918491
23857,23857,cyclin D binding myb like transcription factor 1,Dmtf1,"Dimp, Dmp1",10090,MGI:1344415
237029,237029,cyclin D binding myb like transcription factor 1 like,Dmtf1l,4932411N23Rik,10090,MGI:3045322
13829,13829,dematin actin binding protein,Dmtn,"Epb4.9, Epb49, dematin",10090,MGI:99670
13401,13401,dystrophia myotonica-containing WD repeat motif,Dmwd,"DMR-N9, Dm9",10090,MGI:94907
240283,240283,Dmx-like 1,Dmxl1,"C630007L23Rik, D030030C22",10090,MGI:2443926
235380,235380,Dmx-like 2,Dmxl2,"6330586A12, 6430411K14Rik, E130119P06Rik, mKIAA0856",10090,MGI:2444630
327762,327762,DNA replication helicase/nuclease 2,Dna2,"Dna2l, E130315B21Rik",10090,MGI:2443732
68270,68270,"dynein, axonemal assembly factor 1",Dnaaf1,"4930457P18Rik, Lrrc50, m4Bei",10090,MGI:1915520
103784,103784,dynein axonemal assembly factor 10,Dnaaf10,"HZGJ, Wdr92",10090,MGI:2144224
109065,109065,"dynein, axonemal assembly factor 2",Dnaaf2,"Ktu, TU54, kintoun, mknt",10090,MGI:1923566
436022,436022,"dynein, axonemal assembly factor 3",Dnaaf3,"6030429G01Rik, b2b1739Clo",10090,MGI:3588207
67685,67685,dynein axonemal assembly factor 4,Dnaaf4,"1700010I24Rik, Dyx1c1, EKN1, b2b811.1Clo, b2b811Clo",10090,MGI:1914935
433956,433956,"dynein, axonemal assembly factor 5",Dnaaf5,Heatr2,10090,MGI:3616079
74708,74708,dynein axonemal assembly factor 6,Dnaaf6,"4930521A18Rik, Pih1d3",10090,MGI:1921958
331537,331537,dynein axonemal assembly factor 6B,Dnaaf6b,"E230019M04Rik, Pih1h3b",10090,MGI:3607720
228602,228602,dynein axonemal assembly factor 9,Dnaaf9,"2810487F15Rik, 4930402H24Rik",10090,MGI:1923029
110084,110084,"dynein, axonemal, heavy chain 1",Dnah1,"B230373P09Rik, Dnahc1, E030034C22Rik, G1-415-19, MDHC7",10090,MGI:107721
56087,56087,"dynein, axonemal, heavy chain 10",Dnah10,Dnahc10,10090,MGI:1860299
13411,13411,"dynein, axonemal, heavy chain 11",Dnah11,"Dnahc11, avc4, b2b1203Clo, b2b1279Clo, b2b1289Clo",10090,MGI:1100864
69926,69926,"dynein, axonemal, heavy chain 17",Dnah17,"2810003K23Rik, Dnahc17, Dnahcl1, Gm1178, mKIAA3028",10090,MGI:1917176
327954,327954,"dynein, axonemal, heavy chain 2",Dnah2,"2900022L05Rik, 4930564A01, D130094J20, D330014H01Rik, Dnahc2",10090,MGI:107731
